AP-1-2beta	Hexim	pp
CCT3	CCT6	pp
CG3726	CG1532	pp
Hel25E	CG1416	pp
CG15717	CG15084	pp
CG5033	Rbm13	pp
Pfdn1	Pfdn5	pp
Snap25	alphaSnap	pp
iotaTry	Swip-1	pp
CG15440	CG1646	pp
Hmgs	CG10880	pp
TSG101	Vps37B	pp
CG13323	CG10916	pp
Uch-L5	Rpn13	pp
Prosalpha4	Prosbeta4	pp
CG3548	CG42676	pp
twin	Not1	pp
l(2)k01209	kri	pp
Prosbeta1	Prosbeta3	pp
Ost48	Tango9	pp
Spindly	Mes2	pp
CG4119	CG3107	pp
ctp	CG8079	pp
CG11474	CG17746	pp
Syx5	alphaSnap	pp
CG7206	Ald2	pp
crn	CG4849	pp
Vap33	CG1513	pp
porin	regucalcin	pp
GlnRS	AIMP1	pp
CG4199	Cisd2	pp
Rpt4	Rpn13	pp
Yippee	cDIP	pp
Arpc3A	Arp3	pp
GstE7	GstE6	pp
Rpt3	Prosbeta7	pp
Prosalpha4	Prosbeta5	pp
alphaSnap	Vti1a	pp
CG12177	Swip-1	pp
Prosalpha4	Rpt3	pp
al	Irbp	pp
EndoGI	EndoG	pp
Surf4	CG8195	pp
Snap29	Vti1a	pp
Prosbeta3	Prosalpha6	pp
CG4872	c12.1	pp
Df31	TpnC25D	pp
AnxB10	PHGPx	pp
GstD1	GstD10	pp
Prosbeta2	Prosbeta4R2	pp
Df31	Arfrp1	pp
Cip4	SCAR	pp
regucalcin	Nacalpha	pp
Df31	PHGPx	pp
CG6340	CG8026	pp
Trp1	Hpd	pp
TpnC25D	PHGPx	pp
Prosalpha5	Prosbeta4	pp
CG14232	CG9356	pp
HisRS	Mdh2	pp
Eno	CG8993	pp
CG32549	Nacalpha	pp
eRF3	CG9804	pp
trsn	Trax	pp
Prosbeta4	Prosalpha3	pp
Prosalpha7	Pomp	pp
Prosbeta5	Prosalpha6	pp
Prosalpha7	Prosbeta4R2	pp
Rpt1	Arl8	pp
Prx2540-2	Srlp	pp
Use1	alphaSnap	pp
Snap29	Syx17	pp
CG6870	Cpr64Aa	pp
snf	snRNP-U1-C	pp
al	CG34132	pp
Prosalpha7	REG	pp
Prosbeta4R1	Prosalpha6	pp
Syx16	alphaSnap	pp
Nlp	PHGPx	pp
Prosalpha4	Rpt2	pp
nrv2	CG4872	pp
regucalcin	viaf	pp
Vha55	Vha44	pp
dgt5	dgt6	pp
alphaSnap	Membrin	pp
Sec61alpha	Tango9	pp
REG	Prosalpha2	pp
Prosbeta6	Prosbeta4	pp
Prosalpha5	Prosbeta5	pp
CG14207	Spc25	pp
RfC3	CG3548	pp
CG7366	Mocs2B	pp
Pp4-19C	PPP4R2r	pp
MED17	MED22	pp
Gdi	Rab35	pp
Df31	CG1309	pp
dgt4	dgt6	pp
GlnRS	ArgRS	pp
ecd	Prp8	pp
Ufl1	CG10887	pp
Rpn11	Rpn13	pp
wdb	Atg5	pp
CG15445	achi	pp
CG3740	Nazo	pp
Eno	regucalcin	pp
Rpt2	Prosalpha7	pp
r-l	RnrS	pp
CG14995	RanBPM	pp
PHGPx	Sh3beta	pp
Df31	Dim1	pp
VhaSFD	CG5126	pp
Hsp23	CG1561	pp
OstDelta	Tango9	pp
alpha-Est1	Alp12	pp
AnxB10	CG15084	pp
hop	Dera	pp
Arc42	SelD	pp
Calr	PHGPx	pp
awd	TpnC25D	pp
hbn	RfC4	pp
Vha55	Pcyt2	pp
CG33191	CG33523	pp
Prosalpha7	Prosbeta4	pp
Spindly	lic	pp
CG10915	Mob4	pp
CG1965	CG4849	pp
CG2023	alphaSnap	pp
hbn	Ku80	pp
PIG-K	PIG-T	pp
CG8560	CG6683	pp
Mec2	Arl8	pp
Sdc	Mtpbeta	pp
Prosalpha4	Prosalpha7	pp
tub	Myd88	pp
Prosbeta6	Pomp	pp
Cyp6a22	l(1)G0193	pp
awd	Snx3	pp
fax	TpnC25D	pp
Prosbeta3	Prosbeta7	pp
CCT6	CCT2	pp
Clc	CG11882	pp
Syx1A	Vti1a	pp
Prosbeta2	Prosalpha3	pp
Prosbeta3	Prosalpha3	pp
noi	Sf3a2	pp
Prosbeta6	Prosalpha5	pp
Prosbeta2R1	CG2046	pp
Pfdn2	Pfdn5	pp
CG3165	RPA2	pp
ash2	Rbbp5	pp
CG3548	CG2199	pp
Rpn11	Prosalpha3	pp
Prosalpha7	CG13319	pp
regucalcin	Mdh2	pp
CG8891	Echs1	pp
mts	tant	pp
Rbm13	CG6724	pp
Prosalpha5	Prosalpha7	pp
Rpn6	Prosbeta4	pp
CG7456	CG12241	pp
Rpt4	Prosbeta5	pp
Gcn5	wds	pp
ZnT63C	Sec61alpha	pp
SkpA	morgue	pp
CG10949	CG8560	pp
Mocs2B	wds	pp
CIAPIN1	CG6523	pp
Prosbeta3	Rpn13	pp
Nsun2	CG17124	pp
Rpn1	Prosalpha2	pp
Mhcl	ssp	pp
Prosbeta2	Prosalpha7	pp
Vps28	Vps37B	pp
dod	CG7656	pp
SmF	snRNP-U1-C	pp
Prosbeta6	Prosalpha7	pp
Pcyt2	Pcyt1	pp
Arp1	Arp10	pp
Prosbeta3	Prosbeta5	pp
eIF1A	Snx3	pp
sqh	CG17746	pp
Prosbeta4R2	Prosalpha6	pp
Prosalpha4	Prosalpha3	pp
Idh3b	CG2010	pp
Calr	Nepl3	pp
al	Ku80	pp
Prosbeta4R2	Prosalpha2	pp
awd	CG5445	pp
Snapin	Dysb	pp
eIF1A	CG10265	pp
eIF4B	TyrRS	pp
HIP-R	CG6432	pp
Rpn7	Rpn11	pp
Fer1HCH	Jon65Aiv	pp
ZnT63C	CG10425	pp
Cka	Mob4	pp
dbe	CG5645	pp
Pfdn1	Pfdn4	pp
Ssb-c31a	CG3107	pp
lolal	CG14207	pp
dgt4	dgt2	pp
Prosbeta2	Prosbeta4	pp
Prosalpha2	Prosbeta7	pp
Prosbeta1	Prosalpha3	pp
Vha55	Cyp6a13	pp
Cds	Tango9	pp
Syx1A	Sec22	pp
Echs1	CG11534	pp
Prosalpha4	Rpt4	pp
Df31	Snx3	pp
CG10209	Pcyt2	pp
CG8195	Sec61alpha	pp
Prosbeta2	REG	pp
exu	CG10880	pp
imd	Nopp140	pp
Pomp	CG2046	pp
MED11	MED22	pp
CycB	Cdk1	pp
RpIII128	CG7339	pp
Rpn9	Prosbeta7	pp
Prosbeta5	Prosalpha3	pp
Slbp	Nacalpha	pp
CG9581	Gbp2	pp
Chrac-16	Chrac-14	pp
Atg4a	Cyp9f2	pp
CG11407	asl	pp
ScsbetaG	Arl8	pp
AnxB10	CG7675	pp
Rpt4	Rpn11	pp
Rpn11	Prosbeta5	pp
Past1	Arl8	pp
Kmn1	Nnf1a	pp
Rpt2	Prosbeta4	pp
dgt2	msd1	pp
CG15084	CG7675	pp
KrT95D	CG12333	pp
CG9581	CG11018	pp
Gem3	Smn	pp
Spindly	CG6550	pp
Prosbeta2	Prosbeta7	pp
AnxB10	Srlp	pp
Snap29	alphaSnap	pp
Prosbeta3	Prosalpha2	pp
Fer1HCH	CG1092	pp
scu	Cog3	pp
Irbp	CG3548	pp
Prosbeta5	Prosalpha2	pp
Snx1	Snx6	pp
Rh5	Swip-1	pp
esc	E(z)	pp
Prosbeta6	Rpn13	pp
Ubqn	row	pp
Prosbeta6	Rpn11	pp
Rpt2	Prosalpha2	pp
Rnp4F	CG17768	pp
Snap25	Sec22	pp
Bacc	loqs	pp
fabp	CG11771	pp
CG4119	CG3542	pp
Arl8	UQCR-C2	pp
porin	Mec2	pp
Smn	Gem2	pp
Dhx15	CG31550	pp
ATPsynB	ATPsynE	pp
eIF1A	CG7668	pp
Dph1	CG7265	pp
Prosbeta1	Prosalpha5	pp
ecd	CG6674	pp
CG8195	jagn	pp
14-3-3zeta	borr	pp
CCT3	DCAF12	pp
Prosbeta1	Prosbeta5	pp
Prosbeta6	Prosbeta3	pp
D12	wds	pp
Prosalpha4	Rpt5	pp
P32	Irk2	pp
ref(2)P	CG15309	pp
Khc	Klc	pp
SPE	CG2010	pp
CG13319	Prosalpha3	pp
CG4709	Prp3	pp
Prosalpha7	Rpn11	pp
abs	CG10657	pp
Rpt2	Prosalpha5	pp
ATPsyndelta	ATPsynF	pp
Hem	SCAR	pp
Prosbeta3	REG	pp
Ugt36D1	CG33129	pp
Rpt1	Prosalpha3	pp
CG3793	CG8026	pp
Rpt1	Prosbeta5	pp
Arp10	DCTN4-p62	pp
Prosalpha5	Rpt5	pp
CG8939	RpL7-like	pp
eIF4B	CG11771	pp
Syx18	alphaSnap	pp
Syx1A	Snap29	pp
CG1532	GCC88	pp
Prosalpha7	Prosalpha3	pp
Prosbeta2	Pomp	pp
Snap25	Syx1A	pp
Prosbeta6	Prosalpha4	pp
Gyc89Da	Gyc89Db	pp
alpha-PheRS	beta-PheRS	pp
sip2	CG5043	pp
Hmgs	Cyp9f2	pp
Vha100-1	CG7289	pp
drl	gkt	pp
RpS15Ab	CG1309	pp
CG2065	ZnT63C	pp
Arp1	DCTN2-p50	pp
Rpt2	Rpn11	pp
Cbp80	Cbp20	pp
Rpt1	Rpn13	pp
Prosalpha7	Rpn13	pp
ATPsyndelta	ATPsynE	pp
Rpt6	Prosalpha2	pp
CG17124	capt	pp
Prp8	CG1965	pp
Prosbeta1	Prosalpha2	pp
Cyp28d1	CG6656	pp
Hel25E	ScsbetaA	pp
Rpt6	Prosbeta7	pp
Inos	CG32549	pp
loqs	capt	pp
CG2046	Prosalpha3	pp
CHMP2B	CG10103	pp
Ssb-c31a	PHGPx	pp
bnb	CG4198	pp
Pomp	CG12321	pp
fax	Ndfip	pp
CG10103	mib2	pp
CG10802	Mvd	pp
Arp2	Arp3	pp
Bacc	PHGPx	pp
eIF4B	Mes2	pp
eIF4B	CG31125	pp
MRP	ZnT63C	pp
Rpt5	Prosbeta7	pp
vis	achi	pp
Prosbeta4	Prosalpha2	pp
GluProRS	GlnRS	pp
Prosalpha5	Rpt3	pp
cib	Npc2g	pp
Prosbeta2	Prosalpha6T	pp
Rpn5	Rpn9	pp
CG6465	CG6726	pp
Cyp4e2	Cyp4e1	pp
CG3548	TFAM	pp
Prosalpha4	CG13319	pp
Ugt36D1	CG15098	pp
CG31729	Tango9	pp
alphaSnap	Sec22	pp
CG15098	CG2736	pp
crn	CG6015	pp
CG7810	Sf3b5	pp
AspRS	GlnRS	pp
abs	CG3107	pp
Rab3	Rab35	pp
Kmn1	Mis12	pp
Syx1A	Ykt6	pp
Rab6	CG2736	pp
CG15891	Vps37B	pp
CG3603	CG31546	pp
scu	loqs	pp
Hsp23	Shawn	pp
Prosalpha7	Prosbeta3	pp
crn	CG3436	pp
CG4119	CG10657	pp
Df31	fabp	pp
Prosalpha4	CG2046	pp
PCNA	PHGPx	pp
Rpt6	Rpn11	pp
CkIIbeta	Dek	pp
Prosbeta3	Rpt1	pp
CG10189	CG8078	pp
CG2574	Art1	pp
ND-75	ND-24	pp
CG5445	CG8993	pp
msl-3	msl-1	pp
Nnf1a	Mis12	pp
Cyp4ac1	CG2010	pp
Appl	CG1688	pp
Prosalpha4	Prosbeta7	pp
CG6767	CG2246	pp
Prosbeta3	CG2046	pp
snf	SmD2	pp
EloB	CG12081	pp
Dip-B	CG5445	pp
Rpn5	Amun	pp
CG6617	RanBPM	pp
SmF	snf	pp
Echs1	ssp	pp
Pgam5	ssp	pp
OstDelta	CG10425	pp
Dera	CG15084	pp
Atac1	wds	pp
TpnC25D	CG40045	pp
CG9123	CG12608	pp
woc	row	pp
Prosalpha4	Rpt1	pp
Rpn2	Rpn13	pp
Prosbeta2	CG12321	pp
Prosalpha7	PI31	pp
boca	Cyp9b2	pp
PHGPx	CG31712	pp
msd1	dgt6	pp
dod	CG31917	pp
sob	Arc1	pp
mio	Nup44A	pp
Prosbeta6	Prosbeta5	pp
SCAR	HSPC300	pp
CG7668	CG6283	pp
Eip55E	CG34133	pp
dod	eIF1A	pp
Sh3beta	Snx3	pp
Prosalpha4	Prosalpha5	pp
boca	Cpr67B	pp
lin-28	Tre1	pp
Hel25E	Mcad	pp
CG8839	CG1227	pp
mxt	eIF3c	pp
Es2	CG15084	pp
CG14005	Desat1	pp
Prosbeta1	Prosbeta2	pp
Hcf	wds	pp
Hsp23	ICA69	pp
HDAC1	Sin3A	pp
Rpt5	Rpn9	pp
CCDC53	CG5446	pp
shd	CCT6	pp
Rpt5	Rpn11	pp
Ost48	ZnT63C	pp
Vha36-1	VhaSFD	pp
Prosbeta3	Rpt4	pp
Pomp	Ufd1-like	pp
CG8939	CG3995	pp
boca	Fmo-2	pp
Prosalpha4	CG12321	pp
boca	Samtor	pp
alphaSnap	Ykt6	pp
Prosalpha4	Prosbeta3	pp
p23	CG32549	pp
Rpn11	Prosalpha6	pp
Fie	CG14715	pp
Sh3beta	CG30339	pp
Prosalpha5	Prosbeta4R2	pp
sun	CG8195	pp
CG8939	RpL24-like	pp
ND-75	CG11035	pp
GluProRS	IleRS	pp
Non1	CG8939	pp
Prosbeta2	Rpn11	pp
Rpt2	Prosbeta2	pp
CCT5	CCT4	pp
Prosalpha4	Pomp	pp
Prosbeta6	Rpt5	pp
ldbr	CG13484	pp
CG9581	Jon65Aiv	pp
A16	sds22	pp
Rpt1	Prosalpha2	pp
Prosbeta2R1	CG13319	pp
ZnT63C	p23	pp
Inos	Snx3	pp
CG10949	CG8026	pp
Rpn6	Rpn11	pp
Rpn9	Rpn11	pp
Arpc1	Arp3	pp
Rpn11	Rpn1	pp
Prosalpha5	Rpt6	pp
CG11857	Tango9	pp
IleRS	GlnRS	pp
Gale	Arl8	pp
Prosalpha7	Prosbeta2R1	pp
Hsc70-1	Hsp68	pp
CG11771	CG31098	pp
Rpn2	Rpn11	pp
MrgBP	pont	pp
Vap33	CG2064	pp
Prosalpha5	Rpn1	pp
ZnT63C	Agpat3	pp
Rpt5	Rpt1	pp
RpLP0	CG3008	pp
betaggt-II	CG12007	pp
ref(2)P	CG11534	pp
CG9008	CG10887	pp
Pomp	Prosbeta7	pp
Rpt6	Prosalpha7	pp
Rpt5	Prosbeta5	pp
Prosalpha5	Prosalpha3	pp
Gip	CG6726	pp
Sra-1	SCAR	pp
Rpn1	Prosbeta7	pp
Rpt4	Rpn9	pp
Ntan1	didum	pp
FBXO11	CG3708	pp
Prosalpha5	CG2046	pp
CG10265	CG6283	pp
Prosalpha7	CG12321	pp
ATPsynCF6	ATPsynE	pp
Ald1	regucalcin	pp
D	Sox21a	pp
Rpt1	Rpn11	pp
Prosbeta3	CG12321	pp
Lint-1	CoRest	pp
Prosbeta4R1	Prosalpha3	pp
CG7611	cDIP	pp
Prosalpha5	Prosbeta3	pp
alpha4GT1	CG4983	pp
fax	ZnT63C	pp
ClC-c	CG1161	pp
Prosalpha4	Prosalpha6	pp
Fer1HCH	CARPB	pp
Prosbeta6	Rpt6	pp
Hmgs	CG6712	pp
sqh	ssp	pp
CG14995	CG31357	pp
CG6432	Trx-2	pp
hop	CG15717	pp
ATPsyngamma	ATPsynF	pp
Rpn9	Prosbeta4	pp
Prosbeta3	Rpt3	pp
mbo	Nup62	pp
Slmap	hpo	pp
Rpt1	Prosbeta4	pp
Hel25E	Tapdelta	pp
Fer2LCH	Fer1HCH	pp
Pfdn6	Pfdn5	pp
Rbm13	CG8939	pp
Hsp23	CG11534	pp
Cpr11B	BthD	pp
Drat	Ssadh	pp
Vha55	Hmgs	pp
GstO2	GstO1	pp
Vps29	CG13473	pp
Chc	Arl8	pp
CG6171	CG1532	pp
flw	mars	pp
Prosalpha5	Prosalpha2	pp
Rpt1	Rpn9	pp
Prosalpha6	Prosalpha3	pp
crn	fand	pp
Inos	CG11807	pp
Prosalpha4	Rpn11	pp
Arpc5	Arpc2	pp
Prosalpha4	Prosalpha2	pp
Prosalpha7	Prosalpha2	pp
Vha36-1	Vha44	pp
Fer1HCH	yip7	pp
Prosalpha5	Pomp	pp
Gos28	alphaSnap	pp
Spn47C	CG12333	pp
Map205	polo	pp
Vap33	CG5742	pp
boca	Gk1	pp
CG9581	TwdlE	pp
snRNP-U1-70K	CG10657	pp
Arpc2	Arpc3A	pp
Rpt5	Prosalpha2	pp
Rpn8	Rpn11	pp
Rpt2	Rpn13	pp
Nlp	TpnC25D	pp
spidey	Pdhb	pp
hbn	RfC3	pp
Vha36-1	CG14818	pp
CG8360	CG7920	pp
cib	CG32147	pp
Hrd3	CG6766	pp
snRNP-U1-70K	CG3107	pp
CG6340	CG10209	pp
nSyb	Syx1A	pp
Prosbeta6	Prosbeta1	pp
CG6712	ICA69	pp
CG7810	Sf3b6	pp
hook	CG14556	pp
Arp2	Arpc2	pp
Pvr	CG14879	pp
Syx8	alphaSnap	pp
Ugt36D1	Echs1	pp
Prosbeta3	Rpn6	pp
Arp10	DCTN6-p27	pp
PHGPx	Nacalpha	pp
Prosbeta3	Rpt5	pp
spt4	Spt5	pp
Prosalpha4	Prosbeta4R2	pp
CG12171	CG31548	pp
rept	pont	pp
BORCS5	Snapin	pp
CG12171	CG31549	pp
Df31	CG17124	pp
Rpt6	Rpn9	pp
CkIIbeta	CG3907	pp
PPO2	yellow-f	pp
wdb	Shawn	pp
Prosbeta2	Prosalpha6	pp
CG5577	CG5567	pp
Prosbeta4	Prosbeta7	pp
mxt	eIF4E5	pp
Dis3l2	Tailor	pp
CG1561	CG11200	pp
Arp1	DCTN6-p27	pp
Rpt5	Rpt4	pp
Prosbeta6	Prosbeta2	pp
CG10949	CG10209	pp
CG1416	Arl8	pp
Echs1	Mes2	pp
MED11	MED17	pp
Nnp-1	CG8939	pp
Prosalpha4	Rpn1	pp
Ciao1	galla-2	pp
rb	Trp1	pp
CG3295	CG14995	pp
Galphao	pins	pp
Pfdn1	Pfdn6	pp
Prosalpha4	Rpn13	pp
Hsp23	nudE	pp
Prosbeta2R1	Prosalpha3	pp
Spindly	ZnT63C	pp
Bet3	Trs23	pp
Rpn11	Prosbeta4	pp
Prosbeta3	Pomp	pp
Pomp	Prosalpha3	pp
dgt2	msd5	pp
TpnC25D	CG10265	pp
CtBP	Mes2	pp
Bacc	Ho	pp
Sin3A	Brms1	pp
Mfap1	Prp38	pp
Rpt4	Prosalpha2	pp
Prosbeta2R1	Pomp	pp
Ku80	TfAP-2	pp
dock	Dscam1	pp
CG1910	loqs	pp
Prosbeta6	Prosbeta7	pp
ND-ACP	CG9804	pp
twin	Pop2	pp
Prosbeta1	Rpn11	pp
PAN2	CG11486	pp
AP-2sigma	CG42557	pp
CG10803	Cog3	pp
cbs	gkt	pp
REG	CG14480	pp
msd5	dgt6	pp
Inos	CG8891	pp
CG6171	Arfrp1	pp
ecd	CG1965	pp
gammaSnap1	Vti1a	pp
CG2064	ZnT63C	pp
REG	Prosbeta2R1	pp
ND-75	ND-23	pp
Pomp	Prosalpha6	pp
Ubc4	dod	pp
GstO3	GstO2	pp
Prosalpha2	Prosalpha6	pp
CG8939	CG6712	pp
GstO3	GstO1	pp
Ilk	parvin	pp
Rcc1	HPS1	pp
Rpn5	Rpn11	pp
CG7456	CG3511	pp
CG9581	vir-1	pp
Hmgs	CARPB	pp
Arf79F	Arl8	pp
Vap33	CG9205	pp
dgt2	dgt6	pp
CG9581	CG17032	pp
CG3107	CG7668	pp
Dgat2	VhaAC45	pp
RPA2	CG3548	pp
vir	Hakai	pp
dpr5	CG11534	pp
Df31	loqs	pp
GlnRS	MetRS	pp
IleRS	MetRS	pp
Trxr-1	Trxr-2	pp
CG9596	CG14544	pp
CCT6	Arl8	pp
CG14044	CG5194	pp
igl	Fer1HCH	pp
wal	Pdhb	pp
ND-24	CG11035	pp
ApepP	CG3107	pp
CG8888	CG2010	pp
CG14968	p23	pp
Rpn11	Prosbeta7	pp
Sf3b1	CG7810	pp
Hel25E	mge	pp
Fer1HCH	CG8654	pp
Prosalpha5	Rpn13	pp
Prosalpha4	Prosbeta1	pp
Prosbeta3	Rpn11	pp
CG10103	shrb	pp
Ada3	wds	pp
Rab2	Hel25E	pp
Syx13	alphaSnap	pp
Prosalpha7	Prosbeta7	pp
Smn	SNRPG	pp
snf	U2A	pp
eEF1alpha2	eEF1delta	pp
Cyp28d2	Cyp28d1	pp
Prosbeta4R2	Pomp	pp
Prosalpha7	Rpt1	pp
Prosbeta6	Rpt2	pp
Gip	eIF4B	pp
ken	lolal	pp
boca	CG3045	pp
Mtr3	Rrp40	pp
Vha55	Vha36-1	pp
ND-75	Tg	pp
Non1	RpL24-like	pp
tant	wrd	pp
Dim1	Sh3beta	pp
CG10103	Vps60	pp
Prosbeta2	Rpt5	pp
abs	CG11407	pp
Rpn13	Prosalpha6	pp
Pfdn2	Pfdn1	pp
D12	Atac2	pp
Hsp23	CG15309	pp
Atac2	wds	pp
Sil1	CG2010	pp
p23	CG9588	pp
Chc	Clc	pp
Fnta	CG17565	pp
Syx1A	alphaSnap	pp
Rpt5	Rpn1	pp
CG12702	Cdc23	pp
wds	Sgf29	pp
Prosbeta7	Prosalpha3	pp
Ciao1	galla-1	pp
Smn	SmD2	pp
Hsp23	CG12084	pp
boca	CG13630	pp
Hsp23	CG32549	pp
Prosbeta6	Prosalpha2	pp
hfp	CG3542	pp
Prosbeta1	Prosbeta4	pp
Arp1	DCTN4-p62	pp
CG7810	Sf3b3	pp
Rpt1	Prosbeta7	pp
Vha55	ICA69	pp
CG2064	Desat1	pp
CG4407	CARPB	pp
ATP6AP2	VhaAC45	pp
Nnp-1	Rbm13	pp
l(1)G0020	CG3995	pp
Prosbeta4	Prosalpha6	pp
Myo61F	Rh5	pp
hbn	Irbp	pp
CCT5	CCT7	pp
Prosalpha7	Prosalpha6	pp
prod	CG3548	pp
Hsp23	Gyc89Db	pp
Prosbeta6	Prosalpha6	pp
Pop2	Not1	pp
Prosalpha5	Prosbeta2	pp
CG11752	CG11035	pp
Prosbeta6	Prosbeta4R2	pp
Khc-73	Ufl1	pp
Rpt6	Prosbeta3	pp
Gip	capt	pp
nSMase	CG7071	pp
Brms1	CG14220	pp
Rpt5	CG9588	pp
Prosbeta2	Rpn2	pp
dgt2	wac	pp
Pomp	Prosalpha2	pp
RpL7-like	CG6712	pp
morgue	bor	pp
nSyb	Snap29	pp
U4-U6-60K	Prp3	pp
Arpc1	Arpc2	pp
awd	CG15141	pp
Rab10	strat	pp
Vha55	VhaSFD	pp
CG9581	CG4716	pp
sun	ATPsynF	pp
Prosbeta4R2	Prosalpha3	pp
Echs1	CG32549	pp
Prosbeta1	Prosbeta7	pp
CG31548	CG31549	pp
Prosalpha7	Prosbeta5	pp
Rab5	ZnT63C	pp
CG9300	pasha	pp
CG6145	CG33156	pp
PHGPx	fabp	pp
Syx16	Vti1a	pp
OstDelta	ZnT63C	pp
